"姓名","现工作单位及职务","性别","民族","籍贯","出生年月","参加工作时间","任现职务时间","任现职级时间","入党时间","全日制学历学位","全日制毕业院校及专业","在职学历学位","在职毕业院校及专业","任二主时间"
"舒起军","部门三\n一级主办","男","汉","四川成都","1961.07","1998.10","2005.07","2005.07","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"谈是勇","部门五\n二级主办","男","汉","四川成都","1956.07","2005.03","2015.09","2015.09","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"云道健","部门五\n四级高级主办","女","汉","四川成都","1977.02","2013.04","2022.06","2022.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"华打健","部门三\n二级主办","女","汉","四川成都","1983.04","2005.07","2022.05","2022.05","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"赵以勇","部门一\n二级主办","男","汉","四川成都","1982.12","2014.05","2022.07","2022.07","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"苏她杰","部门三\n一级主办","男","汉","四川成都","1977.01","2005.03","2014.07","2014.07","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"毛去强","部门四\n副支队长","男","汉","四川成都","1991.12","2014.06","2016.10","2016.10","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"昌和峰","部门五\n四级主办","男","汉","四川成都","2000.09","2020.10","2022.01","2022.01","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"周出军","部门四\n四级高级主办","男","汉","四川成都","1987.06","2011.11","2021.01","2021.01","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"殷开健","部门四\n四级主办","女","汉","四川成都","1957.01","1992.11","2017.04","2017.04","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"熊出健","部门四\n三级主办","男","汉","四川成都","2000.12","2020.11","2022.06","2022.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"屈可刚","部门五\n三级主办","女","汉","四川成都","1958.02","2018.02","2022.08","2022.08","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"顾对军","部门二\n三级高级主办","女","汉","四川成都","1982.09","2020.08","2022.09","2022.09","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"汪不俊","部门五\n二级主办","女","汉","四川成都","1982.09","2019.01","2022.11","2022.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"贺着军","部门一\n二级高级主办","男","汉","四川成都","1959.01","2004.09","2006.12","2006.12","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"米个军","部门四\n三级主办","女","汉","四川成都","1978.04","2008.07","2015.03","2015.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"杨真健","部门四\n二级高级主办","女","汉","四川成都","2000.04","2020.11","2022.12","2022.12","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"毕把刚","部门五\n一级行政执法员","男","汉","四川成都","1974.11","2005.10","2008.09","2008.09","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"严人杰","部门一\n一级行政执法员","女","汉","四川成都","1987.06","2008.02","2015.11","2015.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"郑到军","部门五\n四级高级主办","男","汉","四川成都","1996.08","2019.03","2021.05","2021.05","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"廉可健","部门二\n副支队长","女","汉","四川成都","1997.07","2020.12","2022.11","2022.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"钱那么峰","部门二\n三级主办","男","汉","四川成都","1963.06","2013.01","2015.03","2015.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"毛可军","部门三\n二级主办","男","汉","四川成都","1968.07","2006.12","2012.03","2012.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"康把伟","部门一\n三级高级主办","男","汉","四川成都","1994.10","2017.06","2020.11","2020.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"陶见伟","部门四\n三级主办","女","汉","四川成都","1962.05","2004.10","2020.02","2020.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"元下健","部门五\n四级主办","男","汉","四川成都","1956.07","1998.06","2003.12","2003.12","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"姜走健","部门五\n四级主办","男","汉","四川成都","1975.04","2003.04","2019.06","2019.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"伏去健","部门二\n四级高级主办","男","汉","四川成都","1959.09","1983.05","2019.03","2019.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"王开健","部门五\n一级行政执法员","男","汉","四川成都","1959.10","1980.05","2000.09","2000.09","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"费都毅","部门一\n四级主办","男","汉","四川成都","1986.05","2020.03","2022.04","2022.04","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"滕生健","部门一\n一级行政执法员","女","汉","四川成都","1989.01","2011.02","2014.07","2014.07","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"薛那伟","部门二\n二级主办","女","汉","四川成都","1964.04","2016.11","2020.11","2020.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"冯的军","部门三\n一级行政执法员","男","汉","四川成都","1971.04","1993.11","2001.04","2001.04","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"金地毅","部门四\n一级高级主办","男","汉","四川成都","1967.10","2018.03","2021.06","2021.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"谢和俊","部门三\n二级高级主办","女","汉","四川成都","1980.10","2016.10","2020.06","2020.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"姜大毅","部门二\n二级主办","男","汉","四川成都","1975.03","2020.08","2022.11","2022.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"任天健","部门四\n一级主办","女","汉","四川成都","1973.05","1994.03","2000.03","2000.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"吕不俊","部门三\n二级高级主办","女","汉","四川成都","1993.12","2019.06","2022.12","2022.12","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"酆说话伟","部门二\n一级行政执法员","女","汉","四川成都","1955.11","2016.12","2021.06","2021.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"臧时杰","部门三\n一级行政执法员","女","汉","四川成都","1967.10","2003.01","2019.08","2019.08","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"雷要健","部门一\n三级主办","女","汉","四川成都","2000.04","2020.08","2022.08","2022.08","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"章的强","部门三\n四级高级主办","男","汉","四川成都","1983.02","2003.09","2015.07","2015.07","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"平不杰","部门一\n四级高级主办","女","汉","四川成都","1968.09","1997.04","2012.03","2012.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"邹上强","部门五\n四级主办","男","汉","四川成都","1979.02","2003.11","2020.04","2020.04","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"唐说军","部门二\n四级高级主办","男","汉","四川成都","1959.05","1986.01","2001.06","2001.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"施真军","部门二\n一级主办","男","汉","四川成都","1959.08","1985.02","1999.06","1999.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"方要刚","部门五\n一级主办","女","汉","四川成都","1968.05","2014.09","2017.01","2017.01","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"华子毅","部门三\n一级主办","女","汉","四川成都","1992.01","2014.02","2017.05","2017.05","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"窦她峰","部门一\n一级行政执法员","女","汉","四川成都","1969.08","2015.06","2022.10","2022.10","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"邵真勇","部门四\n四级主办","男","汉","四川成都","1968.09","2005.01","2018.05","2018.05","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"汤都强","部门五\n三级主办","女","汉","四川成都","2000.02","2020.08","2022.03","2022.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"施得勇","部门五\n一级行政执法员","女","汉","四川成都","1999.04","2019.09","2022.06","2022.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"元么毅","部门一\n一级行政执法员","女","汉","四川成都","1985.11","2015.10","2017.10","2017.10","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"成时杰","部门一\n三级高级主办","男","汉","四川成都","2000.09","2020.01","2022.06","2022.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"卜在刚","部门五\n支队长","男","汉","四川成都","1958.02","2020.08","2022.12","2022.12","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"葛样军","部门一\n四级主办","男","汉","四川成都","1956.08","1997.02","2014.02","2014.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"周上军","部门四\n二级高级主办","男","汉","四川成都","1957.06","2001.12","2013.05","2013.05","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"柳能勇","部门四\n二级主办","男","汉","四川成都","1967.08","2013.01","2021.02","2021.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"魏天勇","部门三\n二级主办","男","汉","四川成都","1990.08","2014.10","2017.03","2017.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"李道俊","部门二\n一级行政执法员","男","汉","四川成都","1999.06","2020.08","2022.11","2022.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"祁真杰","部门五\n二级主办","女","汉","四川成都","1955.02","2005.01","2022.12","2022.12","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"柏出刚","部门五\n一级主办","男","汉","四川成都","1977.12","2013.02","2017.02","2017.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"雷和健","部门二\n二级主办","女","汉","四川成都","1963.11","1991.12","1994.01","1994.01","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"卫做伟","部门三\n四级主办","女","汉","四川成都","1993.07","2019.03","2022.12","2022.12","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"蒋学俊","部门四\n一级主办","女","汉","四川成都","1963.04","1986.02","1996.03","1996.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"毛老军","部门二\n一级行政执法员","女","汉","四川成都","1973.02","2019.10","2022.06","2022.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"戚真刚","部门四\n一级主办","男","汉","四川成都","1968.05","2010.11","2015.02","2015.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"薛能军","部门五\n一级主办","男","汉","四川成都","1976.02","2010.02","2019.10","2019.10","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"禹见勇","部门三\n一级主办","女","汉","四川成都","1994.10","2018.07","2020.09","2020.09","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"滕他健","部门二\n三级主办","男","汉","四川成都","1990.10","2015.06","2021.03","2021.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"计都军","部门三\n四级主办","女","汉","四川成都","1988.06","2016.12","2019.05","2019.05","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"陶说话军","部门三\n二级高级主办","女","汉","四川成都","1964.10","1993.03","2004.10","2004.10","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"朱时伟","部门四\n二级主办","女","汉","四川成都","1972.05","2009.05","2014.07","2014.07","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"朱见俊","部门三\n副支队长","男","汉","四川成都","1989.09","2018.08","2020.12","2020.12","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"邵学刚","部门四\n一级行政执法员","男","汉","四川成都","1990.04","2010.11","2021.12","2021.12","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"花出强","部门三\n二级主办","男","汉","四川成都","1984.11","2014.11","2019.08","2019.08","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"王时勇","部门一\n三级高级主办","女","汉","四川成都","1974.09","1994.08","2005.02","2005.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"贺是伟","部门一\n一级高级主办","男","汉","四川成都","1960.11","1980.04","2012.10","2012.10","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"安见军","部门五\n二级高级主办","男","汉","四川成都","1988.02","2018.11","2020.03","2020.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"窦生军","部门四\n四级主办","女","汉","四川成都","1969.05","1993.05","2017.11","2017.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"金听俊","部门五\n二级主办","男","汉","四川成都","1979.02","2011.01","2020.04","2020.04","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"邹会杰","部门二\n四级主办","男","汉","四川成都","1979.06","2010.10","2018.01","2018.01","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"卫的军","部门五\n四级高级主办","男","汉","四川成都","1959.09","1998.09","2002.01","2002.01","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"戴再勇","部门五\n支队长","女","汉","四川成都","1969.01","1991.07","1996.11","1996.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"明很军","部门四\n二级高级主办","女","汉","四川成都","1965.10","2011.06","2018.01","2018.01","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"费地健","部门二\n二级主办","男","汉","四川成都","1957.09","1981.04","2022.05","2022.05","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"王大军","部门三\n四级高级主办","女","汉","四川成都","1961.01","2014.03","2020.06","2020.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"伍时军","部门三\n一级主办","女","汉","四川成都","1971.01","2016.07","2020.10","2020.10","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"傅真伟","部门二\n一级主办","男","汉","四川成都","1998.08","2018.02","2022.09","2022.09","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"魏时军","部门五\n四级主办","男","汉","四川成都","1968.04","1992.12","2011.06","2011.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"许做刚","部门四\n二级主办","女","汉","四川成都","1971.08","1993.06","2020.01","2020.01","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"庞了军","部门四\n三级主办","男","汉","四川成都","1996.04","2016.02","2018.12","2018.12","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"苏么毅","部门三\n三级主办","女","汉","四川成都","1973.12","2005.03","2020.12","2020.12","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"昌本伟","部门五\n四级高级主办","男","汉","四川成都","1983.06","2018.09","2021.03","2021.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"云起峰","部门五\n二级主办","女","汉","四川成都","1996.07","2018.10","2021.02","2021.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"陈能勇","部门一\n四级主办","男","汉","四川成都","1988.02","2012.10","2014.02","2014.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"鲍故伟","部门一\n三级主办","男","汉","四川成都","1956.02","1981.06","2013.06","2013.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"卜到毅","部门一\n四级高级主办","女","汉","四川成都","1956.05","1988.12","1991.03","1991.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"祁不军","部门三\n四级高级主办","男","汉","四川成都","1998.07","2018.07","2021.01","2021.01","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"傅里伟","部门四\n四级主办","男","汉","四川成都","1992.04","2018.05","2020.02","2020.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"萧人强","部门四\n一级行政执法员","男","汉","四川成都","1958.02","1991.03","2018.09","2018.09","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"金个伟","部门三\n四级高级主办","女","汉","四川成都","1959.09","1985.07","1988.08","1988.08","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"赵使强","部门二\n三级主办","女","汉","四川成都","1967.12","1996.02","1999.08","1999.08","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"韩下峰","部门一\n三级主办","女","汉","四川成都","1985.02","2018.04","2020.07","2020.07","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"严出军","部门二\n二级高级主办","男","汉","四川成都","1980.02","2006.04","2014.09","2014.09","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"酆道健","部门四\n四级主办","男","汉","四川成都","1965.06","2020.02","2022.11","2022.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"于样军","部门三\n一级行政执法员","男","汉","四川成都","1963.04","2009.01","2015.04","2015.04","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"柏后军","部门三\n支队长","女","汉","四川成都","1969.08","2004.03","2022.11","2022.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"任做强","部门四\n一级行政执法员","女","汉","四川成都","1982.08","2011.06","2019.02","2019.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"毕以刚","部门一\n四级高级主办","男","汉","四川成都","1997.07","2017.10","2021.08","2021.08","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"项一刚","部门二\n一级高级主办","女","汉","四川成都","1991.04","2012.12","2022.01","2022.01","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"邬起伟","部门四\n四级主办","女","汉","四川成都","1968.07","1994.07","2009.02","2009.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"屈起健","部门五\n二级主办","男","汉","四川成都","1969.02","2019.01","2021.11","2021.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"殷下勇","部门二\n二级主办","女","汉","四川成都","1992.07","2015.08","2018.06","2018.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"凤看军","部门一\n四级高级主办","男","汉","四川成都","1976.04","2006.01","2018.11","2018.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"毕把军","部门一\n二级主办","女","汉","四川成都","1997.05","2018.12","2021.08","2021.08","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"屈地杰","部门三\n一级行政执法员","女","汉","四川成都","1979.04","2015.10","2022.07","2022.07","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"凤看俊","部门一\n一级行政执法员","男","汉","四川成都","1992.12","2020.07","2022.01","2022.01","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"史天俊","部门五\n四级主办","女","汉","四川成都","1964.04","1988.01","2012.03","2012.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"狄使俊","部门二\n三级主办","女","汉","四川成都","1979.03","2011.11","2013.06","2013.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"孟把俊","部门三\n一级主办","男","汉","四川成都","1993.09","2020.12","2022.11","2022.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"伏还军","部门一\n一级高级主办","女","汉","四川成都","1999.01","2020.03","2022.12","2022.12","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"华我健","部门五\n三级主办","女","汉","四川成都","1985.08","2008.11","2016.07","2016.07","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"姚做军","部门三\n四级高级主办","女","汉","四川成都","1970.12","2019.12","2021.10","2021.10","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"柳是峰","部门一\n一级主办","女","汉","四川成都","1965.10","1985.11","2000.12","2000.12","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"毕天勇","部门五\n四级高级主办","男","汉","四川成都","1956.10","2011.02","2022.03","2022.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"喻上刚","部门五\n三级主办","男","汉","四川成都","1997.02","2020.05","2022.06","2022.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"华要强","部门一\n一级高级主办","男","汉","四川成都","1963.08","1988.08","2004.06","2004.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"元真毅","部门五\n二级主办","女","汉","四川成都","1959.03","2005.07","2012.07","2012.07","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"唐说话杰","部门五\n一级主办","女","汉","四川成都","1993.07","2018.02","2021.05","2021.05","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"方很毅","部门五\n一级行政执法员","女","汉","四川成都","1970.10","2014.11","2019.12","2019.12","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"湛能军","部门四\n四级高级主办","女","汉","四川成都","1972.07","2015.01","2018.05","2018.05","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"黄学杰","部门二\n三级主办","女","汉","四川成都","1974.04","2013.07","2018.08","2018.08","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"狄后杰","部门五\n一级行政执法员","男","汉","四川成都","1986.12","2010.02","2016.12","2016.12","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"汤故峰","部门一\n四级高级主办","男","汉","四川成都","1996.04","2016.07","2021.05","2021.05","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"秦总俊","部门二\n三级高级主办","女","汉","四川成都","1996.12","2016.02","2021.10","2021.10","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"孟使健","部门三\n二级高级主办","男","汉","四川成都","1969.09","1996.01","2002.03","2002.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"邵不峰","部门三\n四级主办","女","汉","四川成都","1979.07","2004.11","2020.01","2020.01","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"庞下毅","部门四\n一级主办","男","汉","四川成都","1996.05","2018.02","2021.10","2021.10","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"穆说勇","部门三\n三级主办","女","汉","四川成都","1984.10","2006.06","2018.05","2018.05","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"殷只俊","部门三\n一级行政执法员","女","汉","四川成都","1995.06","2018.10","2021.02","2021.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"尹人军","部门二\n三级高级主办","女","汉","四川成都","1993.03","2016.01","2020.02","2020.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"任是强","部门一\n四级主办","女","汉","四川成都","1965.11","2016.12","2020.11","2020.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"姚到健","部门二\n三级高级主办","女","汉","四川成都","1995.09","2019.07","2022.02","2022.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"康能健","部门一\n一级主办","女","汉","四川成都","1987.11","2013.04","2016.02","2016.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"毛做军","部门一\n四级主办","女","汉","四川成都","1985.07","2017.06","2020.07","2020.07","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"昌子杰","部门二\n一级主办","女","汉","四川成都","1963.03","2018.06","2021.01","2021.01","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
